Code,Year,population using safely managed sanitation services,"population using only basic sanitation services, improved sanitation facilities which are not shared","population using limited sanitation services, improved sanitation facilities which are shared",population using unimproved sanitation facilities,population practicing open defecation
DZA,2001,59.193707,25.566221,7.877969,1.5452405,5.8168626
DZA,2002,59.528637,25.50417,7.8701687,1.6858472,5.4111767
DZA,2003,59.857376,25.44179,7.861839,1.821955,5.017042
DZA,2004,60.179985,25.379086,7.852987,1.9536083,4.634334
DZA,2005,60.496212,25.316051,7.8436904,2.0809147,4.263134
DZA,2006,60.806435,25.252699,7.8338904,2.2038918,3.9030862
DZA,2007,61.110416,25.189022,7.823666,2.3226502,3.5542436
DZA,2008,61.40853,25.125036,7.812957,2.4371972,3.2162778
DZA,2009,61.698814,25.06067,7.802275,2.5481253,2.890114
DZA,2010,61.982166,24.995966,7.791467,2.6554003,2.5749993
DZA,2011,62.258324,24.930914,7.780664,2.7592902,2.2708082
DZA,2012,62.311268,24.782272,8.069444,2.859902,1.9771147
DZA,2013,62.353973,24.632902,8.36207,2.9574382,1.6936147
DZA,2014,62.38698,24.482864,8.658346,3.051955,1.4198568
DZA,2015,62.410316,24.332203,8.958202,3.1436987,1.1555778
DZA,2016,62.42451,24.180973,9.261454,3.232711,0.9003524
DZA,2017,62.4296,24.029224,9.568025,3.3192613,0.6538907
DZA,2018,62.426086,23.877008,9.877738,3.4033725,0.41579512
DZA,2019,62.414135,23.724371,10.190495,3.4852593,0.18574147
DZA,2020,62.39411,23.57136,10.506152,3.5283782,0
DZA,2021,62.36628,23.418022,10.824594,3.3911054,0
DZA,2022,62.4101,23.41619,10.816559,3.3571515,0
ASM,2000,44.591465,20.010748,34.141354,0.75308126,0.50335336
ASM,2001,44.562317,20.031687,34.137012,0.765631,0.50335336
ASM,2002,44.533165,20.052628,34.132675,0.7781808,0.50335336
ASM,2003,44.504013,20.073566,34.128334,0.79073054,0.50335336
ASM,2004,44.474865,20.094505,34.123997,0.78309476,0.5235389
ASM,2005,44.445713,20.115446,34.119656,0.77545893,0.5437244
ASM,2006,44.416565,20.136385,34.11532,0.76782316,0.56390995
ASM,2007,44.387413,20.157326,34.110977,0.7601874,0.58409554
ASM,2008,44.358265,20.178265,34.10664,0.75255156,0.60428107
ASM,2009,43.543423,19.841194,35.246002,0.7449158,0.6244666
ASM,2010,42.729618,19.50338,36.38507,0.73728,0.6446521
ASM,2011,41.916843,19.164824,37.52385,0.7296442,0.66483766
ASM,2012,41.105103,18.825525,38.66234,0.7220084,0.68502325
ASM,2013,40.294395,18.485485,39.800537,0.71437263,0.7052088
ASM,2014,39.484722,18.144703,40.938442,0.7067368,0.7253943
ASM,2015,38.676083,17.803177,42.076057,0.69910103,0.74557984
ASM,2016,37.868477,17.46091,43.213383,0.69146526,0.76576537
ASM,2017,37.0619,17.1179,44.350418,0.6838294,0.78595096
ASM,2018,37.037403,17.1355,44.34477,0.6963792,0.78595096
ASM,2019,37.0129,17.1531,44.33912,0.70892894,0.78595096
ASM,2020,36.9884,17.1707,44.33347,0.7214787,0.78595096
ASM,2021,36.9639,17.1883,44.32782,0.73402846,0.78595096
ASM,2022,36.994152,17.151146,44.322174,1.5325291,
,2000,54.428894,29.689564,3.1980438,6.4289966,6.2545004
,2001,54.600933,29.964283,3.1972957,6.283711,5.9537764
,2002,54.755627,30.250393,3.1950133,6.1383185,5.6606483
,2003,55.164474,30.281607,3.1936636,5.9921813,5.368075
,2004,55.619553,30.267044,3.1888194,5.843748,5.0808334
,2005,56.08782,30.247997,3.1739242,5.6935964,4.7966623
,2006,56.568947,30.216087,3.1571229,5.762987,4.294856
,2007,57.062786,30.175022,3.133797,5.5939517,4.034442
,2008,57.56582,30.123047,3.1089158,5.424202,3.7780168
,2009,58.07756,30.061754,3.0816429,5.253944,3.5250974
,2010,58.58703,29.999388,3.054538,5.0833383,3.2757068
,2011,59.10273,29.921429,3.026983,4.919407,3.029452
,2012,59.737846,29.721025,2.9990804,4.7550364,2.7870138
,2013,60.386337,29.503168,2.9699829,4.5926933,2.5478203
,2014,61.046513,29.271088,2.9398685,4.430637,2.3118963
,2015,61.694866,29.047941,2.9087842,4.192938,2.1554713
,2016,62.347076,28.818178,2.8767893,4.0471654,1.9107902
,2017,62.967335,28.27435,2.8616168,4.228239,1.6684586
,2018,63.64911,28.000807,2.835511,4.062994,1.4515805
,2019,64.34465,27.715446,2.8031423,3.8792076,1.2575572
,2020,64.95829,27.479183,2.773255,3.7019944,1.0872778
,2021,65.62956,27.283272,2.745394,3.4588692,0.88290185
,2022,66.08244,27.070284,2.7288556,3.385105,0.73331195
AND,2000,29.310223,70.68977,0,5.367367e-07,0
AND,2001,33.90393,66.09607,0,0,0
AND,2002,38.49764,61.50236,0,0,0
AND,2003,43.091347,56.908653,0,0,0
AND,2004,47.68506,52.31494,0,0,0
AND,2005,52.278763,47.721233,0,2.1217718e-06,0
AND,2006,56.872475,43.127525,0,0,0
AND,2007,61.466187,38.533813,0,0,0
AND,2008,66.05989,33.940105,0,0,0
AND,2009,70.6536,29.346397,0,0,0
AND,2010,75.24731,24.752691,0,1.9255103e-06,0
AND,2011,79.84102,20.158983,0,0,0
AND,2012,84.43472,15.565275,0,1.9983206e-06,0
AND,2013,89.028435,10.971564,0,0,0
AND,2014,93.62214,6.3778577,0,0,0
AND,2015,98.21585,1.7841477,0,0,0
AND,2016,99.99999,0,0,3.99665e-06,0
AND,2017,100,0,0,0,0
AND,2018,99.99999,0,0,4.434453e-06,0
AND,2019,100,0,0,3.2079374e-06,0
AND,2020,100,0,0,1.4728561e-06,0
AND,2021,100,0,0,0,0
AND,2022,100,0,0,0,0
AGO,2000,,,11.294692,18.281267,42.866516
AGO,2001,,,11.852093,17.743853,41.41483
AGO,2002,,,12.414063,17.209076,39.95439
AGO,2003,,,12.980026,16.677269,38.486645
AGO,2004,,,13.550157,16.148308,37.011147
AGO,2005,,,14.123071,15.622922,35.531372
AGO,2006,,,14.619311,15.142678,34.246727
AGO,2007,,,15.117691,14.664556,32.95845
AGO,2008,,,15.618592,14.18832,31.665577
AGO,2009,,,16.121185,13.714381,30.370161
AGO,2010,,,16.626057,13.2424135,29.070738
AGO,2011,,,17.132978,12.772503,27.767853
AGO,2012,,,17.641718,12.304741,26.462069
AGO,2013,,,18.152035,11.839203,25.15397
AGO,2014,,,18.664108,11.375771,23.843092
AGO,2015,,,19.175966,10.915279,22.534271
AGO,2016,,,19.687963,10.4574995,21.226595
AGO,2017,,,20.199814,10.002466,19.920736
AGO,2018,,,20.710993,9.489871,18.67839
AGO,2019,,,20.857918,9.429164,18.319294
AGO,2020,,,21.00152,9.369828,17.96832
AGO,2021,,,21.14224,9.311682,17.624393
AGO,2022,,,21.279858,9.254821,17.288046
AIA,2000,,,2.2312245,4.813308,2.219
AIA,2001,,,2.2425091,4.4721236,2.09
AIA,2002,,,2.2537935,4.13094,1.961
AIA,2003,,,2.2650778,3.7897558,1.832
AIA,2004,,,2.2763622,3.448572,1.703
AIA,2005,,,2.2876468,3.107388,1.574
AIA,2006,,,2.2989311,2.766204,1.445
AIA,2007,,,2.3102155,2.42502,1.316
AIA,2008,,,2.3214998,2.083836,1.187
AIA,2009,,,2.3327844,1.7426522,1.058
AIA,2010,,,2.3440688,1.4014683,0.929
AIA,2011,,,2.355353,1.0602843,0.8
AIA,2012,,,2.3666377,0.71910036,0.671
AIA,2013,,,2.377922,0.3779164,0.542
AIA,2014,,,2.377922,0.3779164,0.542
AIA,2015,,,2.377922,0.3779164,0.542
AIA,2016,,,2.377922,0.3779164,0.542
AIA,2017,,,2.377922,0.3779164,0.542
ATG,2009,,,0,2.03502,0.6267175
ATG,2010,,,0,2.0202243,0.6261545
ATG,2011,,,0,2.0065818,0.6256351
ATG,2012,,,0,2.0020652,0.6254633
ATG,2013,,,0,1.9975739,0.6252924
ATG,2014,,,0,1.9931139,0.62512255
ATG,2015,,,0,1.988648,0.6249527
ATG,2016,,,0,1.9847187,0.6248032
ATG,2017,,,0,1.981326,0.6246741
ATG,2018,,,0,1.9784181,0.6245634
ATG,2019,,,0,1.9760468,0.62447315
ATG,2020,,,0,1.9741818,0.6244023
ATG,2021,,,0,1.9728316,0.62435085
ATG,2022,,,0,1.9719636,0.6243178
ARG,2000,44.713352,42.953575,3.7139227,8.61915,
ARG,2001,44.804207,43.331734,3.6314628,8.232598,
ARG,2002,44.89531,43.708084,3.548013,7.848593,
ARG,2003,44.986668,44.082893,3.4635859,7.4668517,
ARG,2004,45.07831,44.45676,3.378181,7.0867515,
ARG,2005,45.170208,44.829525,3.291809,6.708458,
ARG,2006,45.26239,45.201397,3.2044725,4.2816467,2.0500944
ARG,2007,45.354828,45.57221,3.1161833,3.9725032,1.9842771
ARG,2008,45.447536,45.942177,3.0269415,3.6649604,1.9183835
ARG,2009,45.540493,46.31114,2.936761,3.3591244,1.8524818
ARG,2010,45.6337,46.679127,2.84565,3.0549428,1.7865776
ARG,2011,45.726902,47.043854,2.7537575,2.7538946,1.7215942
ARG,2012,45.820183,47.406616,2.6610503,2.4550493,1.6570997
ARG,2013,45.91216,47.710964,2.5688415,2.215387,1.5926449
ARG,2014,46.004475,48.01665,2.4757545,1.9750885,1.528033
ARG,2015,46.097076,48.32333,2.3818152,3.1977768,
ARG,2016,46.18997,48.630985,2.2870264,2.892018,
ARM,2000,14.826632,72.13326,4.63094,8.333457,0.07570744
ARM,2001,14.69777,72.62824,4.3739414,8.224504,0.075540826
ARM,2002,14.53791,73.174644,4.1174436,8.09455,0.07545247
ARM,2003,14.365562,73.74176,3.860655,7.956629,0.075393766
ARM,2004,14.188505,74.314186,3.6032956,7.824313,0.069702156
ARM,2005,14.011073,74.88743,3.3453667,7.6921096,0.06402583
ARM,2006,13.813293,75.48177,3.08687,7.5596995,0.05836573
ARM,2007,13.590972,76.1011,2.8278086,7.427401,0.052721076
ARM,2008,13.367296,76.722534,2.5681782,7.294897,0.047092497
ARM,2009,13.142789,77.34524,2.3079872,7.162505,0.041479517
ARM,2010,12.9172,77.96962,2.0472336,7.030068,0.035882413
ARM,2011,12.690536,78.595665,1.7859181,6.8975787,0.030301185
ARM,2012,12.462802,79.223366,1.5240413,6.765053,0.024735833
ARM,2013,12.227307,79.863464,1.2613178,6.6287265,0.019181538
ARM,2014,11.9838295,80.516266,0.9976416,6.488629,0.013632583
ARM,2015,11.731858,81.18254,0.73289186,6.341348,0.011358461
ARM,2016,11.46074,81.7858,0.5540562,6.188247,0.011156539
ARM,2017,11.167684,82.30004,0.4899097,6.0314174,0.01094746
ARM,2018,10.926669,82.76659,0.42529535,5.8707166,0.010731336
ARM,2019,10.862765,82.99511,0.4253108,5.7061067,0.010710951
ARM,2020,10.829497,83.10724,0.425045,5.6275325,0.010683577
ARM,2021,10.794832,83.161415,0.42367792,5.6094275,0.010649215
ARM,2022,10.753114,83.2266,0.4220327,5.587645,0.010607862
ABW,2000,,,0,0.8041458,1.2227504
ABW,2001,,,0,0.78133136,1.2061604
ABW,2002,,,0,0.75851685,1.1895704
ABW,2003,,,0,0.7357024,1.1729804
ABW,2004,,,0,0.7128879,1.1563905
ABW,2005,,,0,0.69007343,1.1398005
ABW,2006,,,0,0.6672589,1.1232105
ABW,2007,,,0,0.6444444,1.1066207
ABW,2008,,,0,0.62162995,1.0900307
ABW,2009,,,0,0.59881544,1.0734407
ABW,2010,,,0,0.576001,1.0568507
ABW,2011,,,0,0.5531865,1.0402608
ABW,2012,,,0,0.530372,1.0236708
ABW,2013,,,0,0.5075575,1.0070808
ABW,2014,,,0,0.48474303,0.99049085
ABW,2015,,,0,0.46192855,0.9739009
ABW,2016,,,0,0.43911406,0.9573109
ABW,2017,,,0,0.41629958,0.940721
ABW,2018,,,0,0.3934851,0.924131
ABW,2019,,,0,0.37067062,0.90754104
ABW,2020,,,0,0.3478561,0.8909511
ABW,2021,,,0,0.32504162,0.8743611
ABW,2022,,,0,0.30222714,0.85777116
AUS,2000,93.56211,6.428642,0,0.009244329,0
AUS,2001,93.66469,6.326563,0,0.008745974,0
AUS,2002,93.767265,6.2244835,0,0.008247618,0
AUS,2003,93.86984,6.1224046,0,0.007749262,0
AUS,2004,93.97243,6.020325,0,0.007250906,0
AUS,2005,94.075005,5.918246,0,0.00675255,0
AUS,2006,94.17758,5.816167,0,0.006254194,0
AUS,2007,94.28016,5.7140875,0,0.005755838,0
AUS,2008,94.38274,5.6120086,0,0.005257482,0
AUS,2009,94.48531,5.509929,0,0.004759126,0
AUS,2010,94.58789,5.40785,0,0.004260771,0
AUS,2011,94.69047,5.305771,0,0.003762414,0
AUS,2012,94.793045,5.2036915,0,0.003264059,0
AUS,2013,94.89562,5.1016126,0,0.002765703,0
AUS,2014,94.9982,4.999533,0,0.002267347,0
AUS,2015,95.10078,4.897454,0,0.001768991,0
AUS,2016,95.203354,4.795375,0,0.001270635,0
AUS,2017,95.30593,4.6932955,0,0.000772279,0
AUS,2018,95.40873,4.5909953,0,0.000273923,0
AUS,2019,95.511375,4.4886255,0,0,0
AUS,2020,95.61375,4.386254,0,0,0
AUS,2021,95.71612,4.283882,0,0,0
AUS,2022,95.81849,4.1815104,0,0,0
,2000,93.56357,6.428742,0,0.007686243,0
,2001,93.66607,6.326656,0,0.007275816,0
,2002,93.76857,6.2245703,0,0.006857409,0
,2003,93.87108,6.1224847,0,0.006435988,0
,2004,93.97358,6.020399,0,0.006018427,0
,2005,94.07608,5.918314,0,0.005604335,0
,2006,94.17858,5.816228,0,0.005193906,0
,2007,94.281075,5.714143,0,0.004785939,0
,2008,94.38356,5.612057,0,0.004379829,0
,2009,94.48605,5.5099726,0,0.003970413,0
,2010,94.588554,5.407888,0,0.003558568,0
,2011,94.69105,5.3058033,0,0.003145915,0
,2012,94.79355,5.203719,0,0.002733636,0
,2013,94.89605,5.101635,0,0.002319176,0
,2014,94.99855,4.9995513,0,0.001901782,0
,2015,95.10105,4.897468,0,0.00148328,0
,2016,95.20355,4.795385,0,0.001065138,0
,2017,95.30605,4.6933017,0,0.000647335,0
,2018,95.408775,4.590997,0,0.000229474,0
,2019,95.511375,4.4886255,0,0,0
,2020,95.61375,4.386254,0,0,0
,2021,95.71612,4.2838817,0,6.2271914e-07,0
,2022,95.81849,4.1815104,0,0,0
AUT,2000,99.70665,0.2933317,0,2.0765496e-05,0
AUT,2001,99.704605,0.29538864,0,8.200806e-06,0
AUT,2002,99.70255,0.2974456,0,1.9607676e-06,0
AUT,2003,99.69887,0.29950988,0,0.001624583,0
AUT,2004,99.69495,0.3015816,0,0.00346949,0
AUT,2005,99.69105,0.30365327,0,0.005295544,0
AUT,2006,99.68717,0.30572495,0,0.007102673,0
AUT,2007,99.68329,0.30781138,0,0.008898017,0
AUT,2008,99.67943,0.3098978,0,0.010673245,0
AUT,2009,99.67559,0.3119842,0,0.012427562,0
AUT,2010,99.67175,0.31407806,0,0.014165761,0
AUT,2011,99.66794,0.31617185,0,0.015888458,0
AUT,2012,99.666374,0.3159359,0,0.017692115,0
AUT,2013,99.66591,0.3145425,0,0.01954735,0
AUT,2014,99.66544,0.31314176,0,0.021411965,0
AUT,2015,99.664955,0.31174833,0,0.023295201,0
AUT,2016,99.66447,0.31034756,0,0.02518579,0
AUT,2017,99.663956,0.30895412,0,0.02708932,0
AUT,2018,99.66536,0.3074575,0,0.027185734,0
AUT,2019,99.66686,0.30585027,0,0.027290115,0
AUT,2020,99.66847,0.30413246,0,0.027394243,0
AUT,2021,99.67018,0.30231145,0,0.027510192,0
AUT,2022,99.67198,0.30038723,0,0.027632883,0
AZE,2000,40.403244,21.8731,6.71988,30.83462,0.16915596
AZE,2001,42.10252,22.072556,6.866761,28.788593,0.16957031
AZE,2002,43.795723,22.270256,7.0136676,26.750336,0.1700187
AZE,2003,45.975456,21.97397,7.160781,24.719292,0.17049836
AZE,2004,48.15928,21.665947,7.3080096,22.695755,0.17101069
AZE,2005,50.332336,21.945787,6.87038,20.67994,0.17155679
AZE,2006,52.376583,22.369133,6.4105625,18.671587,0.17213543
AZE,2007,54.413277,22.81488,5.9285746,16.670523,0.17274563
AZE,2008,56.16863,23.556637,5.4242196,14.677127,0.17338938
AZE,2009,57.880016,24.357203,4.8975224,12.691193,0.17406563
AZE,2010,59.652153,25.113165,4.3491497,10.710771,0.17476317
AZE,2011,61.48677,25.822254,3.7786195,8.736869,0.1754865
AZE,2012,63.385384,26.48256,3.185506,6.77031,0.1762393
AZE,2013,65.34923,27.092472,2.5693932,4.8118834,0.17702474
AZE,2014,66.892365,27.449654,2.6176066,2.8625278,0.1778471
AZE,2015,68.37541,27.744204,2.661914,1.130194,0.088274494
AZE,2016,68.45709,27.664719,2.6679802,1.1225317,0.08767608
AZE,2017,68.59385,27.530264,2.6743429,1.1144922,0.08704841
AZE,2018,68.7865,27.340025,2.6810014,1.1060858,0.08639151
AZE,2019,69.03606,27.09297,2.6879368,1.0973264,0.085707314
BHS,2000,,,5.324578,5.9371285,1.1364661
BHS,2001,,,5.1619444,5.6432643,1.0755816
BHS,2002,,,4.9979196,5.3493996,1.0146968
BHS,2003,,,4.832503,5.055535,0.9538121
BHS,2004,,,4.6656947,4.76167,0.8929274
BHS,2005,,,4.4974947,4.4678054,0.8320427
BHS,2006,,,4.3279033,4.1739407,0.77115804
BHS,2007,,,4.1569204,3.8800762,0.7102733
BHS,2008,,,3.984546,3.5862114,0.6493886
BHS,2009,,,3.8107798,3.2923467,0.5885039
BHS,2010,,,3.635622,2.998482,0.52761924
BHS,2011,,,3.4590726,2.7046175,0.46673453
BHS,2012,,,3.2811317,2.4107528,0.40584984
BHS,2013,,,3.293109,2.116888,0.34496513
BHS,2014,,,3.305086,1.8230234,0.28408045
BHS,2015,,,3.317063,1.5291588,0.22319575
BHS,2016,,,3.317063,1.5291588,0.22319575
BHS,2017,,,3.317063,1.5291588,0.22319575
BHS,2018,,,3.317063,1.5291588,0.22319575
BHS,2019,,,3.317063,1.5291588,0.22319575
BHR,2000,85.938324,13.995527,0,0.06615058,0
BHR,2001,86.25456,13.684169,0,0.061266337,0
BHR,2002,86.57081,13.372811,0,0.05638209,0
BHR,2003,86.88705,13.061453,0,0.051497843,0
BHR,2004,87.20329,12.750095,0,0.046613596,0
BHR,2005,87.49798,12.460296,0,0.04172935,0
BHR,2006,87.772026,12.191126,0,0.036845103,0
BHR,2007,88.04578,11.92226,0,0.031960856,0
BHR,2008,88.31923,11.653697,0,0.027076611,0
BHR,2009,88.59237,11.385438,0,0.022192365,0
BHR,2010,88.86521,11.117481,0,0.017308118,0
BHR,2011,89.13775,10.849828,0,0.012423872,0
BHR,2012,89.40998,10.582478,0,0.007539625,0
BHR,2013,89.681915,10.315432,0,0.002655379,0
BHR,2014,89.95243,10.047568,0,0,0
BHR,2015,90.22133,9.778673,0,0,0
BHR,2016,90.48992,9.510078,0,0,0
BHR,2017,90.75822,9.241785,0,0,0
BHR,2018,91.02621,8.973793,0,0,0
BHR,2019,91.2939,8.7061,0,0,0
BHR,2020,91.605515,8.3944845,0,0,0
BHR,2021,91.91713,8.082868,0,0,0
BHR,2022,92.22875,7.7712507,0,0,0
BGD,2000,11.046515,13.466675,12.102148,46.532303,16.852358
BGD,2001,11.741527,14.329071,12.8765955,45.183765,15.8690405
BGD,2002,12.457856,15.197593,13.66311,43.80898,14.872463
BGD,2003,13.173405,16.058464,14.445016,42.43742,13.885697
BGD,2004,13.887941,16.911356,15.222039,41.06945,12.909212
BGD,2005,14.60459,17.838593,15.907662,39.705597,11.943557
BGD,2006,15.323445,18.76408,16.578354,38.34545,10.988668
BGD,2007,16.044256,19.686646,17.234755,36.989357,10.04499
BGD,2008,16.765007,20.606909,17.877516,35.63764,9.1129265
BGD,2009,17.485083,21.52413,18.507315,34.290623,8.19285
BGD,2010,18.204218,22.437649,19.125158,32.948097,7.284877
BGD,2011,18.921661,23.346678,19.731657,31.610554,6.389451
BGD,2012,19.636387,24.250505,20.327106,30.278885,5.5071163
BGD,2013,20.347584,25.148579,20.911873,28.95377,4.6381936
BGD,2014,21.50998,25.585558,21.487093,27.634777,3.7825935
BGD,2015,22.700132,25.983685,22.053112,26.322533,2.9405398
BGD,2016,23.917084,26.34321,22.610958,25.016758,2.111991
BGD,2017,25.159554,26.664482,23.16119,23.71775,1.2970239
BGD,2018,26.426378,26.947887,23.704462,22.42563,0.495642
BGD,2019,27.716417,27.193823,24.241545,20.834274,0.013941242
BGD,2020,29.028513,27.402721,24.773209,18.795557,0
BGD,2021,30.1547,27.781925,25.29993,16.763445,0
BGD,2022,30.976194,28.318998,25.952969,14.751841,0
BRB,2000,,,1.7278737,8.716363,0.7022727
BRB,2001,,,1.7375994,8.197418,0.7113636
BRB,2002,,,1.747325,7.6784725,0.7204546
BRB,2003,,,1.7570506,7.1595273,0.7295455
BRB,2004,,,1.7667763,6.6405816,0.7386364
BRB,2005,,,1.776502,6.1216364,0.7477273
BRB,2006,,,1.7862277,5.6026907,0.7568182
BRB,2007,,,1.7959533,5.0837455,0.7659091
BRB,2008,,,1.805679,4.5648003,0.775
BRB,2009,,,1.8154047,4.0458546,0.78409094
BRB,2010,,,1.8251303,3.5269094,0.79318184
BRB,2011,,,1.834856,3.007964,0.80227274
BRB,2012,,,1.8445816,2.4890184,0.81136364
BRB,2013,,,1.8543073,1.9700731,0.82045454
BRB,2014,,,1.864033,1.4511276,0.82954544
BRB,2015,,,1.8737587,0.94127315,0.82954544
BRB,2016,,,1.8834844,0.43141863,0.82954544
BRB,2017,,,1.8917263,0,0.82889533
BRB,2018,,,1.8918064,0,0.82469386
BRB,2019,,,1.9075377,0,
BRB,2020,,,1.9075377,0,
BRB,2021,,,1.9075377,0,
BRB,2022,,,1.9075377,0,
BLR,2000,84.62906,7.439799,7.1345778,0.79656124,0
BLR,2001,84.7073,7.338792,7.164158,0.78975147,0
BLR,2002,84.78489,7.2386193,7.1934943,0.78299665,0
BLR,2003,84.86167,7.139487,7.2225256,0.7763164,0
BLR,2004,84.11624,8.31375,6.811762,0.75824654,0
BLR,2005,83.32743,9.535552,6.3968534,0.7401637,0
BLR,2006,82.54071,10.759365,5.9778576,0.72206694,0
BLR,2007,81.75563,11.985581,5.5548325,0.7039592,0
BLR,2008,80.97195,13.214348,5.127877,0.6858305,0
BLR,2009,80.18861,14.446743,4.696927,0.66772014,0
BLR,2010,79.41874,15.66844,4.264079,0.64873886,0
BLR,2011,78.654564,16.888426,3.827581,0.6294299,0
BLR,2012,77.8906,18.1126,3.3866615,0.61013865,0
BLR,2013,77.12635,19.341396,2.9414034,0.59085214,0
BLR,2014,76.36103,20.575493,2.4918706,0.5716048,0
BLR,2015,75.594666,21.814798,2.0381837,0.55235386,0
BLR,2016,74.82624,23.06023,1.5803947,0.5331361,0
BLR,2017,74.953415,23.414043,1.1186024,0.5139431,0
BLR,2018,75.087906,23.764359,0.6528838,0.49484855,0
BLR,2019,75.22926,24.1115,0.18338124,0.47585732,0
BLR,2020,75.09636,24.392418,0.054286446,0.4569381,0
BLR,2021,74.88842,24.651073,0.022375092,0.43813357,0
BLR,2022,75.035774,24.522892,0.021912886,0.4194232,0
BEL,2000,68.65743,30.827196,0.513627,0.001741478,0
BEL,2001,68.65752,30.82728,0.51363266,0.001569655,0
BEL,2002,68.6576,30.827364,0.5136381,0.001395978,0
BEL,2003,68.65768,30.827444,0.5136435,0.001232528,0
BEL,2004,69.94578,29.53952,0.5136489,0.001056733,0
BEL,2005,71.24562,28.23984,0.5136542,0.000888968,0
BEL,2006,72.557205,26.928408,0.51365924,0.000725049,0
BEL,2007,73.880554,25.605227,0.51366436,0.000557837,0
BEL,2008,75.215645,24.270294,0.5136694,0.000392412,0
BEL,2009,76.774124,22.711977,0.5136742,0.000221998,0
BEL,2010,78.36242,21.123707,0.5136783,0.000199298,0
BEL,2011,79.96244,19.523685,0.5136823,0.000189489,0
BEL,2012,81.57423,17.911913,0.5136862,0.000173535,0
BEL,2013,83.197754,16.288391,0.51369,0.000164252,0
BEL,2014,84.83304,14.653118,0.5136937,0.000149293,0
BEL,2015,86.48007,13.006094,0.5136973,0.000139964,0
BEL,2016,88.138855,11.34732,0.513701,0.000120955,0
BEL,2017,89.80939,9.676794,0.51370454,0.000115758,0
BEL,2018,91.49167,7.994518,0.5137079,0.000103454,0
BEL,2019,93.18571,6.300491,0.5137113,8.986908e-05,0
BEL,2020,94.05832,5.4278793,0.5137145,8.772699e-05,0
BEL,2021,94.47767,5.008545,0.5137177,7.1166236e-05,0
BEL,2022,94.897,4.589211,0.51372075,6.219444e-05,0
BLZ,2000,,,8.332946,4.760769,4.4683
BLZ,2001,,,8.36631,4.6178904,4.252536
BLZ,2002,,,8.399679,4.4750967,4.036655
BLZ,2003,,,8.433051,4.3323913,3.820658
BLZ,2004,,,8.466429,4.189764,3.6045446
BLZ,2005,,,8.509404,4.047229,3.3883142
BLZ,2006,,,8.55283,3.9047754,3.1719677
BLZ,2007,,,8.596705,3.7624085,2.955505
BLZ,2008,,,8.641034,3.6201265,2.7389255
BLZ,2009,,,8.685817,3.4779348,2.5222294
BLZ,2010,,,8.731055,3.3358197,2.3054168
BLZ,2011,,,8.776161,3.1934726,2.0881286
BLZ,2012,,,8.820875,3.0507498,1.8705211
BLZ,2013,,,8.864963,2.907499,1.6527796
BLZ,2014,,,8.908232,2.7636235,1.4350998
BLZ,2015,,,8.9504,2.6189697,1.2176491
BLZ,2016,,,8.991224,2.4733863,1.0006126
BLZ,2017,,,9.030514,2.326789,0.78417575
BLZ,2018,,,9.068031,2.1790392,0.5685133
BLZ,2019,,,9.058703,2.173878,0.56891525
BLZ,2020,,,9.048258,2.1681,0.5693653
BLZ,2021,,,9.0366955,2.161709,0.5698635
BLZ,2022,,,9.023886,2.154621,0.5704155
BEN,2000,1.1186061,7.487061,15.418835,7.6910295,68.28447
BEN,2001,1.1812387,7.823009,15.713798,7.883762,67.39819
BEN,2002,1.2469678,8.178261,16.013786,8.07864,66.482346
BEN,2003,1.3166163,8.560153,16.328888,8.278,65.51634
BEN,2004,1.3881971,8.951871,16.631226,8.471874,64.55683
BEN,2005,1.461655,9.353039,16.920385,8.660075,63.604843
BEN,2006,1.5369887,9.763751,17.196682,8.842646,62.65993
BEN,2007,1.614197,10.184105,17.460405,9.019616,61.721676
BEN,2008,1.693242,10.613876,17.711395,9.190879,60.790607
BEN,2009,1.7740669,11.052669,17.949286,9.356314,59.867664
BEN,2010,1.8518775,11.505554,18.1746,9.515994,58.951973
BEN,2011,1.9281907,11.97093,18.387415,9.669893,58.04357
BEN,2012,2.00597,12.445744,18.5878,9.817967,57.14252
BEN,2013,2.0851622,12.929582,18.775423,9.960149,56.249687
BEN,2014,2.1658812,13.423575,18.951775,10.0965395,55.36223
BEN,2015,2.248074,13.927326,19.11649,10.226996,54.481113
BEN,2016,2.331724,14.440769,19.269608,10.35144,53.606457
BEN,2017,2.4168139,14.96384,19.411179,10.469791,52.738377
BEN,2018,2.503327,15.496476,19.54125,10.581949,51.877
BEN,2019,2.5912457,16.038609,19.659872,10.68784,51.022434
BEN,2020,2.6805525,16.59017,19.7671,10.787372,50.17481
BEN,2021,2.690868,16.690746,19.866568,11.416881,49.334938
BEN,2022,2.7012758,16.792227,19.966928,12.03736,48.50221
BMU,2000,,,0,0.020859601,0
BMU,2001,,,0,0.022942256,0
BMU,2002,,,0,0.025024911,0
BMU,2003,,,0,0.027107567,0
BMU,2004,,,0,0.029190222,0
BMU,2005,,,0,0.031272877,0
BMU,2006,,,0,0.033355534,0
BMU,2007,,,0,0.035438187,0
BMU,2008,,,0,0.037520844,0
BMU,2009,,,0,0.039603498,0
BMU,2010,,,0,0.041686155,0
BMU,2011,,,0,0.043768812,0
BMU,2012,,,0,0.045851465,0
BMU,2013,,,0,0.047934122,0
BMU,2014,,,0,0.050016776,0
